año_comercial,tramo_según_ventas_5_tramos,región_del_domicilio_o_casa_matriz,número_de_empresas,ventas_anuales_en_uf,número_de_trabajadores_dependientes_informados,renta_neta_informada_en_uf,trabajadores_ponderados_por_meses_trabajados,número_de_trabajadores_dependientes_de_género_femenino_informados,trabajadores_de_género_femenino,trabajadores_de_género_femenino_ponderados_por_meses_trabajados,número_de_trabajadores_dependientes_de_género_masculino_informados,renta_neta_informada_en_uf_trabajadores_de_género_masculino,trabajadores_de_género_masculino_ponderados_por_meses_trabajados,número_de_trabajadores_a_honorarios_informados,honorarios_pagados_informados_en_uf,trabajadores_a_honorarios_ponderados_por_meses_trabajados,número_de_trabajadores_a_honorarios_de_género_femenino_informados,honorarios_pagados_informados_a_trabajadores_de_género_femenino_en_uf,trabajadores_a_honorarios_de_género_femenino_ponderados_por_meses_trabajados,número_de_trabajadores_a_honorarios_de_género_masculino_informados,honorarios_pagados_informados_a_trabajadores_de_género_masculino_en_uf,trabajadores_a_honorarios_de_género_masculino_ponderados_por_meses_trabajados
2005,Micro,Región de Atacama,9119,4114238.44,13076,1707641.010950929,8343.830833173,6098,941661.9146718772,4490.082384414501,6960,764922.8549070918,3849.3317986185,8644,264491.4246258831,0.0,3918,104476.3995551561,0.0,4726,159635.9070853655,0.0
2005,Micro,Región de Coquimbo,23528,10434312.35,17248,962687.510077619,8998.4955463232,6493,411755.8730414046,3685.5817643387,10746,550567.37441642,5307.0804849848,18103,381142.1505734341,0.0,8376,150627.9818136117,0.0,9727,230116.3175723568,0.0
2005,Micro,Región de Valparaíso,62877,29889918.55,57257,4677608.778997089,35230.6543820111,24089,2352371.763750405,16161.4120961404,33095,2320599.988893553,19041.4089236448,50703,1319271.850731523,0.0,26080,588215.923344088,0.0,24623,727813.6074150644,0.0
2005,Micro,Región del Libertador Gral. Bernardo O’Higgins,32677,15345228.85,36359,2732156.947745987,19876.9912734347,12898,1297822.686096554,7991.8306606701,23425,1433197.102599864,11873.8272547488,20111,470982.2631979595,0.0,9293,193298.8560238788,0.0,10818,276962.5904441451,0.0
2005,Micro,Región del Maule,44556,18438491.66,34982,2535191.83072974,20550.3253476673,12043,1207075.555703337,7830.4975047149,22913,1327181.989784878,12712.9944524338,23458,502684.990296562,0.0,12220,198047.2929565305,0.0,11238,304127.5882136573,0.0
2005,Micro,Región del Biobío,45092,21700540.42,38211,3092522.244857363,22674.1582205484,13851,1483091.132233623,9642.914220708,24291,1608273.526449018,13023.1606930096,39213,823737.2647668266,0.0,19446,357021.1067562328,0.0,19767,465929.7352524149,0.0
2005,Micro,Región de La Araucanía,31080,13271528.74,25084,2565439.416610538,16147.8284058442,9738,1257343.893986115,6970.8316640911,14870,1306079.987317427,9168.6634217829,23224,573197.6477521509,0.0,10597,234182.1918216058,0.0,12627,338339.0738510357,0.0
2005,Micro,Región de Los Lagos,28610,13962358.57,30604,3291219.420516616,20096.8273092279,11855,1628323.423450747,8512.3313273647,18666,1659939.44945863,11569.079356792,27532,797448.9073653145,0.0,12049,296229.7036535679,0.0,15483,499563.361124187,0.0
2005,Micro,Región Aisén del Gral.Carlos Ibáñez del Campo,4406,*,4803,*,3120.7491221574,2096,307442.7550144361,1530.4996494634,2701,*,1587.6661124458,3935,*,0.0,1667,*,0.0,2268,*,0.0
2005,Micro,Región de Magallanes y de la Antártica Chilena,6713,3449638.16,7276,343609.121764678,3984.2482049259,2650,144244.0569874318,1607.4993924647,4608,198321.028256515,2365.9987972668,4735,115156.8100450195,0.0,2252,44759.8901677217,0.0,2483,70166.3628727152,0.0
2005,Micro,Región Metropolitana de Santiago,221098,121079623.88,185333,25453280.70445277,123493.4647597526,86163,12610673.18390812,62926.8191866591,98774,12822777.57487272,60470.145337678,203772,8759328.522328213,0.0,98457,3797232.401417312,0.0,105315,4926111.838571606,0.0
2005,Micro,Región de Los Ríos,12784,5890569.64,11962,1149138.947665951,7999.7476734968,4444,529283.2449863215,3191.7492530637,7502,619159.5874941607,4801.5817937571,11814,216737.9340240981,0.0,5200,81928.6567068239,0.0,6614,134706.2332082378,0.0
2005,Micro,Región de Arica y Parinacota,9892,3715407.08,11598,1018181.325973974,7700.7476985563,5464,540080.6190674134,3873.0823660037,6115,477268.5250724038,3817.5820172994,8884,164017.9798315129,0.0,3938,64510.18013594981,0.0,4946,99490.7306084722,0.0
2005,Micro,Región de Ñuble,17888,7683324.25,12731,1087986.574768165,8493.0808821713,4636,529387.1533519934,3345.6659353188,8093,558592.3914558227,5147.2483132268,9922,190125.951928756,0.0,4915,87984.80447238131,0.0,5007,102139.2950018336,0.0
2005,Pequeña,Sin Información,4,*,0,*,0.0,0,0.0,0.0,0,*,0.0,0,*,0.0,0,*,0.0,0,*,0.0
2005,Pequeña,Región de Tarapacá,1919,14824655.34,23471,1391059.318849373,12601.3270270561,7295,468587.0785089365,4375.5815309736,16082,917550.9210029268,8180.8289074351,6759,368251.4641613785,0.0,2484,129962.3985150929,0.0,4275,237849.5456173222,0.0
2005,Pequeña,Región de Antofagasta,3296,23018302.41,35176,2914583.032307015,18456.907227598,10594,877366.5399219738,6248.6640701872,24504,2033126.666162315,12181.2431574223,15111,893294.9302335854,0.0,6194,346150.416233816,0.0,8917,545322.0807819557,0.0
2005,Pequeña,Región de Atacama,1599,11116861.35,27068,1247948.636731084,10906.6580254798,6597,322225.170839026,2917.1646776338,20428,924863.2084965344,7978.9100234042,5379,328829.9392505578,0.0,1774,87360.1205866658,0.0,3605,241296.3166076677,0.0
2005,Pequeña,Región de Coquimbo,3419,23334880.36,56309,3929558.808248156,28874.4852673451,19136,1603705.220837815,10509.078580033,37121,2324651.135515802,18352.5733161685,15316,792693.4746013995,0.0,5629,282402.3524607698,0.0,9687,509386.2397811115,0.0
2005,Pequeña,Región de Valparaíso,11013,75835697.25,139578,8673357.13151147,73795.6305077351,48520,2915785.817389946,25665.9041614649,90877,5752296.203232486,48085.2264639841,42166,2499683.888574686,0.0,16479,950758.3990584024,0.0,25687,1538199.133775476,0.0
2005,Pequeña,Región del Libertador Gral. Bernardo O’Higgins,5430,36699380.75,105533,4136548.511607738,42723.1340039476,34854,1218015.859235281,12284.2385646916,70510,2915529.729160032,30411.0622227656,11592,661385.214619838,0.0,4020,215958.7941831385,0.0,7572,443576.2775089922,0.0
2005,Pequeña,Región del Maule,6162,41482299.69,95476,4186789.297579093,42979.1389635053,27649,1156163.410120774,11428.6582544527,67721,3026563.44362057,31530.9807367548,16245,737270.3357362215,0.0,5713,254611.6163217596,0.0,10532,481514.4871067997,0.0
2005,Pequeña,Región del Biobío,8550,61005185.03,110507,7166461.77612009,60482.8050343945,24272,1911315.576440234,15597.9946461172,86093,5248588.472477115,44855.7271063875,42400,2183789.691118252,0.0,13420,677995.2110539494,0.0,28980,1502622.255594913,0.0
2005,Pequeña,Región de La Araucanía,4718,32115509.17,51667,3880907.689200563,30391.987843273,14907,1475086.66907804,9679.496990017,36689,2403236.950755713,20690.657530557,14475,728355.4225063038,0.0,5122,264295.0274777054,0.0,9353,462761.628004097,0.0
2005,Pequeña,Región de Los Lagos,5572,38014714.54,59458,3763675.813428369,33030.3186342155,16729,1008159.441037271,9142.4958441988,42627,2750585.024874289,23872.5728324399,20389,875799.7668572376,0.0,6749,273883.8516964084,0.0,13640,598672.8512416373,0.0
2005,Pequeña,Región Aisén del Gral.Carlos Ibáñez del Campo,667,*,8155,*,4414.4144291949,2675,176687.4563027862,1602.8326893421,5447,*,2807.6651003114,2705,*,0.0,842,*,0.0,1863,*,0.0
2005,Pequeña,Región de Magallanes y de la Antártica Chilena,1444,9804138.36,17519,1100270.176822363,10622.4126685296,5898,467901.5841955592,4019.0821912914,11600,631720.9179486465,6597.5804107845,6434,293509.8090994392,0.0,2306,102164.6975964406,0.0,4128,189241.5302712378,0.0
2005,Pequeña,Región Metropolitana de Santiago,58964,440388132.6,592261,65484736.60322677,347730.1935170709,201900,24618385.37117384,126476.1224726456,389077,40743959.67874013,220934.3217102829,403859,29823068.35693946,0.0,174762,11722734.00378172,0.0,229097,17982691.66971168,0.0
2005,Pequeña,Región de Los Ríos,2154,14801151.24,28810,2780813.665064928,17989.9106303197,8567,1130424.422454409,5891.9152270784,20222,1649671.495108253,12089.5787511514,9040,447187.7080072456,0.0,2941,148181.312938953,0.0,6099,298220.3280900072,0.0
2005,Pequeña,Región de Arica y Parinacota,1082,7135066.21,16348,945703.782795033,9283.2459244426,4871,301071.6718541251,3087.9989216629,11443,643929.5559164847,6182.4970531973,5059,285144.0680436834,0.0,1848,111932.7812642801,0.0,3211,172333.0321035877,0.0
2005,Pequeña,Región de Ñuble,2389,15982595.43,26607,1481104.067746002,15045.9102603739,6273,396631.6135092439,3449.2484454759,20313,1084131.682721567,11591.6617892643,5679,224494.5835539593,0.0,2219,76664.9872950351,0.0,3460,147177.6332164019,0.0
2005,Mediana,Región de Tarapacá,440,21912662.43,13327,1030110.486452465,7433.9965482575,3632,296845.0063753662,2316.0824956348,9552,729520.51314959,5091.5807157161,3999,225889.789145697,0.0,1313,64416.1619295283,0.0,2686,159338.2551364915,0.0
2005,Mediana,Región de Antofagasta,388,17859036.31,24875,2727828.320690747,13218.8267037564,5502,679691.3779063065,3539.4153982161,19338,2047508.620211676,9673.9112650704,7278,438493.3425025466,0.0,2527,133052.1004280979,0.0,4751,304821.9541059154,0.0
2005,Mediana,Región de Atacama,164,7735809.28,17034,1220674.693470315,7906.8281945043,2904,201405.579197409,1336.0824471165,14120,1018927.114111381,6567.0790962084,2285,135809.3586795875,0.0,712,37584.1400501342,0.0,1573,98222.6468928786,0.0
2005,Mediana,Región de Coquimbo,411,19432393.88,30565,2466991.64141011,15364.8251185627,9874,761244.3605853774,5023.0807528984,20668,1701726.283710667,10334.1610153893,7084,362943.758186967,0.0,2229,100981.8046910451,0.0,4855,261769.5152930227,0.0
2005,Mediana,Región de Valparaíso,1284,61596587.69,80041,7915962.89184713,45230.6470833512,24863,2299903.554356612,13765.6605306417,54959,5610823.899731175,31447.1533360138,23336,1586053.770561079,0.0,8331,540313.7862648441,0.0,15005,1041368.071660991,0.0
2005,Mediana,Región del Libertador Gral. Bernardo O’Higgins,587,27495689.56,61466,3470467.253284935,27216.2312343592,21924,972476.5142398056,8456.9094645615,39439,2494680.3304255,18743.6551391646,6273,450012.4734877411,0.0,1885,126742.4872028666,0.0,4388,321152.085704615,0.0
2005,Mediana,Región del Maule,593,27992061.79,46341,2914330.737626724,22812.9036763994,14142,767357.1799310538,6294.3290415183,32152,2145485.509110887,16508.4079374089,6930,404583.2135911818,0.0,2397,137502.1983890557,0.0,4533,266762.0343408894,0.0
2005,Mediana,Región del Biobío,1055,51092752.54,80306,6795285.489304105,44563.3962146006,14893,1398486.454204196,8961.163170259,65296,5394014.657021903,35589.1496668242,19443,1026014.80314153,0.0,5850,271810.6137199511,0.0,13593,753793.384552404,0.0
2005,Mediana,Región de La Araucanía,469,21983683.21,34409,2877334.899729148,18873.7414513814,10213,1045122.863919775,5876.7475646051,24177,1831603.048547639,12990.6604012039,6731,324551.195483912,0.0,1841,90155.7542575649,0.0,4890,231525.9527895439,0.0
2005,Mediana,Región de Los Lagos,615,29638895.8,60180,4575679.719844928,27100.2331534089,22908,1607479.015478197,9528.660103347,37200,2965293.809028509,17561.6564923218,15277,597728.2384652251,0.0,5376,178290.7012088481,0.0,9901,417011.1897214821,0.0
2005,Mediana,Región Aisén del Gral.Carlos Ibáñez del Campo,64,3228309.7,4925,261674.52446023,2403.7485060719,1718,97015.2275495118,894.832851231,3198,164214.922030191,1504.7489891017,893,43177.4880016837,0.0,184,6945.3891425934,0.0,709,36231.0933121311,0.0
2005,Mediana,Región de Magallanes y de la Antártica Chilena,181,8772915.72,10262,609818.954360986,5722.4974023356,2916,166821.139580299,1732.9992875006,7327,442028.8420480306,3986.4981335085,3606,129764.6876426873,0.0,1209,32410.9439003612,0.0,2397,96621.565279745,0.0
2005,Mediana,Región Metropolitana de Santiago,10587,518621839.99,557206,70573633.92219211,322831.6988266819,184207,21519747.29373917,110861.7907012744,372000,48933272.58945573,211780.0752786278,311899,20340915.40930798,0.0,133533,7654932.093039433,0.0,178366,12612303.38803386,0.0
2005,Mediana,Región de Los Ríos,210,9308474.29,11949,1019372.853176206,7107.9140652045,3093,224232.2928226019,1660.999269435,8848,795035.363366842,5445.831468458,4132,161523.3702322448,0.0,1521,43644.3917790549,0.0,2611,117837.5852267094,0.0
2005,Mediana,Región de Arica y Parinacota,100,4586706.85,6640,687051.764611439,4314.8318994432,2709,322293.697326455,1937.1661537786,3913,363107.288058239,2369.2491272603,2005,109327.1576401428,0.0,726,40970.0173278292,0.0,1279,68350.9461110288,0.0
2005,Mediana,Región de Ñuble,257,11529219.42,17762,1604648.472784053,10304.9125804723,5271,590995.0814197527,3158.665507839,12477,1013011.228934934,7142.0803856161,3474,194484.9465394614,0.0,1401,60057.2318179541,0.0,2073,134028.6510829559,0.0
2005,Grande,Región de Tarapacá,233,92467018.09,20137,3155449.100589052,12985.2458564192,4894,634254.12363019,3495.582479317,15200,2518873.296998212,9474.6633934765,10093,731882.257949691,0.0,3735,233602.6580568611,0.0,6358,497157.560531524,0.0
2005,Grande,Región de Antofagasta,163,164436781.24,45043,10830426.73512922,29912.2408828194,10733,1852299.001423707,7762.9982506412,34277,8972749.625531252,22137.492871179,12506,818769.983640814,0.0,4973,274436.8832320745,0.0,7533,543028.7093774962,0.0
2005,Grande,Región de Atacama,55,84266737.74,20593,4145676.261605,11823.0779800237,3003,361116.562391789,1487.3325271281,17578,3782594.9489886,10330.995563951,3497,278772.26631168,0.0,928,61208.4658995219,0.0,2569,216384.44809142,0.0
2005,Grande,Región de Coquimbo,114,45888166.01,35104,3662619.208772303,16872.4070476535,10946,795123.002233159,4865.163559496,24127,2860740.910595232,11998.6601629522,5451,315229.899416305,0.0,1810,73866.8248300907,0.0,3641,241049.286620986,0.0
2005,Grande,Región de Valparaíso,453,592631106.75,115782,21526443.5538912,74172.4758093915,32509,4510226.81931833,20330.4095591628,83187,16988296.60227047,53809.8990387815,44222,3100145.412269437,0.0,16549,935438.2883778708,0.0,27673,2149749.328639921,0.0
2005,Grande,Región del Libertador Gral. Bernardo O’Higgins,222,170958244.21,63948,7690594.750148224,35497.5672085536,22490,1895861.996622517,11100.3269871692,41342,5793634.658796266,24393.3234570035,8993,533745.2967275336,0.0,3201,173866.4040375594,0.0,5792,358000.3533857627,0.0
2005,Grande,Región del Maule,188,74420605.71000001,51857,5091424.975501594,28661.9862345815,16717,1077271.705233946,8054.9115562588,35104,4013728.092486301,20603.3247003095,10660,640100.012361532,0.0,3470,198209.8453641839,0.0,7190,440815.9334814618,0.0
2005,Grande,Región del Biobío,391,269524889.18,114735,18756112.32551515,72635.1412227135,27216,3330033.845344376,18190.2436503126,87317,15418898.84439323,54428.7305725998,40467,2280277.774031731,0.0,14771,707801.6461127191,0.0,25696,1568808.57689545,0.0
2005,Grande,Región de La Araucanía,146,50735191.13,44941,4952759.91845423,27003.9893482894,7981,1115710.640841329,5460.0819049439,36834,3835728.33476686,21534.2406282676,12904,733511.488734303,0.0,4841,257570.829651016,0.0,8063,473918.4102691708,0.0
2005,Grande,Región de Los Lagos,262,171099579.11,77561,9185761.678294906,49502.8990659106,25306,2120001.415031801,15345.4938312203,52106,7052955.665164647,34142.405524692,18254,1166982.850850354,0.0,5868,349262.5643118874,0.0,12386,814551.0530177805,0.0
2005,Grande,Región Aisén del Gral.Carlos Ibáñez del Campo,26,11058828.12,5624,528557.02375178,3314.33202938,2015,112434.6414459435,1125.8328408744,3558,416077.01910973,2188.082476621,1201,69526.069389065,0.0,381,24047.4781467822,0.0,820,45476.978576585,0.0
2005,Grande,Región de Magallanes y de la Antártica Chilena,78,23293357.51,15422,1308949.68324863,8783.4962391865,4362,259131.382386393,2554.9156807078,11021,1030188.09128689,6219.247150884,4664,239296.173283317,0.0,1707,72465.899015091,0.0,2957,165475.460323347,0.0
2005,Grande,Región Metropolitana de Santiago,6238,7905447099.91,1954707,404339046.2246127,1220781.15414289,616795,96308635.46452448,393287.8659248323,1334757,307519510.6405353,826961.7043249975,870099,45735983.01221407,0.0,468720,16611873.04077857,0.0,401379,28937040.95883678,0.0
2005,Grande,Región de Los Ríos,72,36133761.52,14984,2791576.08564458,9982.2466960794,3005,552952.958635463,2208.4994703511,11965,2238616.626071391,7773.580398478,6218,377229.9877370208,0.0,2422,116976.3639083278,0.0,3796,259409.8198869068,0.0
2005,Grande,Región de Arica y Parinacota,36,12470316.02,5735,553124.90768302,3128.8316111669,913,67472.70787436,614.5831479993,4810,484316.22249413,2510.4984812737,1303,86712.71947508599,0.0,302,18417.027833184,0.0,1001,68293.49595245,0.0
2005,Grande,Región de Ñuble,63,35451680.52,13282,1796809.35392813,8061.163855533,4103,297804.79213042,2078.2488663274,9128,1498931.26617441,5981.8315859015,3553,154701.23358849,0.0,1149,32995.7051132526,0.0,2404,120791.429703471,0.0
2006,Sin Ventas/Sin Información,Sin Información,1673,0,773,129748.69788933,654.7499080162,325,64627.611411301,272.6666183222,448,65121.0874365062,382.0832849286,488,23102.7233710541,0.0,202,8243.756593911101,0.0,286,14815.594479825,0.0
2006,Sin Ventas/Sin Información,Región de Tarapacá,1828,0,3411,657808.107328664,2451.8327846948,1685,334424.0654724319,1277.5831260204,1719,323035.980583068,1170.2496907539,1451,119296.2133402672,0.0,622,41612.986056356,0.0,829,77206.8057555527,0.0
2006,Sin Ventas/Sin Información,Región de Antofagasta,3806,0,6546,1505738.559458892,5435.5826468589,3670,802998.7497072754,3126.4163590402,2872,702608.037110769,2308.4996480895,2698,249022.2293928555,0.0,1192,96551.9928360372,0.0,1506,152458.133987754,0.0
2006,Sin Ventas/Sin Información,Región de Atacama,2338,0,2101,342875.444499506,1492.9162830191,1070,189429.7000850642,789.6664827086,1046,153439.9610487771,703.0831367524,1327,65273.095991562,0.0,603,29546.235959199,0.0,724,35726.8587585955,0.0
2006,Sin Ventas/Sin Información,Región de Coquimbo,5099,0,6959,1612842.921936689,5402.4990602934,3261,750936.8647210659,2714.1663137299,3695,861565.6499658875,2688.3327313603,2798,222651.6115934634,0.0,1242,86760.5289011884,0.0,1556,135879.4547298888,0.0
2006,Sin Ventas/Sin Información,Región de Valparaíso,16039,0,52805,12024028.1845854,45607.7450445118,16109,3811454.951511569,13810.4151753955,36661,8210617.597142517,31789.4131911639,10323,814331.1395409625,0.0,4377,311601.9882219431,0.0,5946,501559.4550460181,0.0
2006,Sin Ventas/Sin Información,Región del Libertador Gral. Bernardo O’Higgins,6606,0,11375,1900602.284304313,8861.4984745006,5969,1092266.217519643,4894.3326173224,5396,807733.7502956552,3963.9158077913,3679,198238.1767361811,0.0,1509,68612.519270774,0.0,2170,129093.4277619833,0.0
2006,Sin Ventas/Sin Información,Región del Maule,9338,0,20846,4192517.244940548,17090.3307662091,11681,2460182.584828236,9936.2488958962,9140,1731665.225252812,7150.0821156193,4486,254249.5273636279,0.0,1865,90306.7152247952,0.0,2621,163862.8325129921,0.0
2006,Sin Ventas/Sin Información,Región del Biobío,10558,0,40104,8448474.140169518,32621.4956102153,24124,5109588.052317517,20036.6643049751,15933,3333867.388935135,12577.6647486366,11323,718011.2782132891,0.0,5580,332417.1015820048,0.0,5743,385499.1705195792,0.0
2006,Sin Ventas/Sin Información,Región de La Araucanía,6705,0,10008,2037233.729883365,8013.6654861702,5186,1115736.917986258,4342.4161155617,4813,920008.167280216,3666.0826270987,4463,277270.4814023928,0.0,1967,97886.7017475436,0.0,2496,179146.0658708621,0.0
2006,Sin Ventas/Sin Información,Región de Los Lagos,6188,0,7618,1238086.573411001,5767.4988210972,3456,624405.3053503506,2762.749517467,4144,613244.6091915666,3002.5826547314,4185,229722.6809009955,0.0,1576,79378.5033026587,0.0,2609,150140.5804792856,0.0
2006,Sin Ventas/Sin Información,Región Aisén del Gral.Carlos Ibáñez del Campo,798,0,1955,534186.9724601109,1556.5830759238,1102,270980.1461708567,901.4998891601,853,263206.831974144,655.0832200766,998,93367.3116382191,0.0,403,29396.1375751027,0.0,595,63970.5597659635,0.0
2006,Sin Ventas/Sin Información,Región de Magallanes y de la Antártica Chilena,1606,0,2409,570941.2432523221,1913.9997346391,1285,293520.8548774666,1089.3332180942,1106,277420.3925953992,824.6665178116,767,59251.3410358993,0.0,310,16661.4046004021,0.0,457,41872.8547288688,0.0
